step,time,num_rl_vehicles,veh_id,speed,position,lane,headway,acceleration,ttc
0,0.0,2,rl_0,0.30000000000000004,1714.5226742608706,1,,0.0,
0,0.0,2,rl_1,0.0,0.2950467149918471,3,,0.0,
1,0.1,2,rl_0,0.3613407373428345,1714.558808334605,1,,0.6134073734283446,
1,0.1,2,rl_1,0.30000000000000004,0.3250467149918471,3,,3.0000000000000004,
2,0.2,2,rl_0,0.6613405835716628,1714.624942392962,1,,2.999998462288283,
2,0.2,2,rl_1,0.0,0.3250467149918471,3,,-3.0000000000000004,
3,0.30000000000000004,2,rl_0,0.36134058357166277,1714.6610764513193,1,,-3.0000000000000004,
3,0.30000000000000004,2,rl_1,0.30000000000000004,0.35504671499184715,3,,3.0000000000000004,
4,0.4,2,rl_0,0.6613404298007528,1714.7272104942995,1,,2.9999984622909004,
4,0.4,2,rl_1,0.31215260028839115,0.38626197502068627,3,,0.12152600288391102,
5,0.5,2,rl_0,0.44489808322787683,1714.7717003026223,1,,-2.1644234657287598,
5,0.5,2,rl_1,0.4790356516838074,0.434165540189067,3,,1.6688305139541626,
6,0.6000000000000001,2,rl_0,0.45649574043155117,1714.8173498766655,1,,0.11597657203674339,
6,0.6000000000000001,2,rl_1,0.6891697764396668,0.5030825178330337,3,,2.1013412475585938,
7,0.7000000000000001,2,rl_0,0.7564953487310422,1714.8929994115385,1,,2.99999608299491,
7,0.7000000000000001,2,rl_1,0.8088723063468934,0.5839697484677231,3,,1.1970252990722663,
8,0.8,2,rl_0,0.6341762464437497,1714.956417036183,1,,-1.2231910228729248,
8,0.8,2,rl_1,0.872805678844452,0.6712503163521684,3,,0.6393337249755859,
9,0.9,2,rl_0,0.9341747874712611,1715.0498345149301,1,,2.9999854102751145,
9,0.9,2,rl_1,1.1728015651548946,0.7885304728676579,3,,2.999958863104426,
10,1.0,2,rl_0,1.234167918055764,1715.1732513067357,1,,2.9999313058450294,
10,1.0,2,rl_1,1.1842862596357906,0.9069590988312369,3,,0.11484694480895952,
11,1.1,2,rl_0,1.5341469911880385,1715.3266660058546,1,,2.9997907313227445,
11,1.1,2,rl_1,1.3196813573683346,1.0389272345680705,3,,1.35395097732544,
12,1.2000000000000002,2,rl_0,1.7985007910079849,1715.5065160849554,1,,2.6435379981994633,
12,1.2000000000000002,2,rl_1,1.3433378090704524,1.1732610154751157,3,,0.2365645170211783,
13,1.3,2,rl_0,2.0984064175756343,1715.716356726713,1,,2.999056265676494,
13,1.3,2,rl_1,1.0433378090704524,1.277594796382161,3,,-3.0000000000000004,
14,1.4000000000000001,2,rl_0,2.358809526172436,1715.9522376793302,1,,2.6040310859680194,
14,1.4000000000000001,2,rl_1,0.8342759480322444,1.3610223911853854,3,,-2.09061861038208,
15,1.5,2,rl_0,2.658530285477571,1716.218090707878,1,,2.9972075930513498,
15,1.5,2,rl_1,0.9614838232840144,1.4571707735137869,3,,1.2720787525177002,
16,1.6,2,rl_0,2.545581593632631,1716.4726488672413,1,,-1.1294869184494027,
16,1.6,2,rl_1,1.2614777652851439,1.5833185500423013,3,,2.999939420011295,
17,1.7000000000000002,2,rl_0,2.8452028413087884,1716.7571691513722,1,,2.996212476761575,
17,1.7000000000000002,2,rl_1,1.3025620071522093,1.7135747507575223,3,,0.41084241867065385,
18,1.8,2,rl_0,2.7650081892282525,1717.033669970295,1,,-0.8019465208053589,
18,1.8,2,rl_1,1.274224731170306,1.840997223874553,3,,-0.28337275981903165,
19,1.9000000000000001,2,rl_0,3.064480967979357,1717.340118067093,1,,2.9947277875110467,
19,1.9000000000000001,2,rl_1,0.9742247311703061,1.9384196969915835,3,,-3.0000000000000004,
20,2.0,2,rl_0,3.363685477599524,1717.676486614853,1,,2.99204509620167,
20,2.0,2,rl_1,0.9057502238384579,2.0289947193754294,3,,-0.6847450733184812,
21,2.1,2,rl_0,3.363301778659247,1718.012816792719,1,,-0.003836989402770108,
21,2.1,2,rl_1,0.8651124326816891,2.1155059626435984,3,,-0.406377911567688,
22,2.2,2,rl_0,3.339711821898841,1718.3467879749087,1,,-0.23589956760406317,
22,2.2,2,rl_1,1.1108373014561033,2.226589692789209,3,,2.457248687744141,
23,2.3000000000000003,2,rl_0,3.4000604041666023,1718.6867940153254,1,,0.6034858226776141,
23,2.3000000000000003,2,rl_1,1.302623101913104,2.3568520029805193,3,,1.9178580045700078,
24,2.4000000000000004,2,rl_0,3.698854941545369,1719.0566795094799,1,,2.9879453737876682,
24,2.4000000000000004,2,rl_1,1.002623101913104,2.4571143131718296,3,,-3.0000000000000004,
25,2.5,2,rl_0,3.8102681819781083,1719.4377063276777,1,,1.1141324043273926,
25,2.5,2,rl_1,0.9065168468586301,2.5477659978576925,3,,-0.961062550544739,
26,2.6,2,rl_0,3.5411991540774124,1719.7918262430853,1,,-2.69069027900696,
26,2.6,2,rl_1,1.206512059843732,2.6684172038420657,3,,2.999952129851019,
27,2.7,2,rl_0,3.355102342782857,1720.1273364773635,1,,-1.8609681129455558,
27,2.7,2,rl_1,1.3427832028033266,2.8026955241223983,3,,1.3627114295959464,
28,2.8000000000000003,2,rl_0,3.430248278795125,1720.4703613052432,1,,0.7514593601226816,
28,2.8000000000000003,2,rl_1,1.5775602242114077,2.9604515465435393,3,,2.347770214080811,
29,2.9000000000000004,2,rl_0,3.421006733594777,1720.8124619786026,1,,-0.09241545200347812,
29,2.9000000000000004,2,rl_1,1.7968670984866153,3.1401382563922007,3,,2.1930687427520756,
30,3.0,2,rl_0,3.1210067335947773,1721.1245626519622,1,,-2.9999999999999982,
30,3.0,2,rl_1,1.7580736061694155,3.315945617009142,3,,-0.3879349231719975,
31,3.1,2,rl_0,3.15620071333492,1721.4401827232957,1,,0.3519397974014282,
31,3.1,2,rl_1,2.058005887334614,3.5217462057426037,3,,2.9993228116519832,
32,3.2,2,rl_0,3.4553056254632697,1721.7857132858421,1,,2.9910491212834955,
32,3.2,2,rl_1,2.1763775647332957,3.7393839622159333,3,,1.1837167739868182,
33,3.3000000000000003,2,rl_0,3.7540198856658704,1722.1611152744088,1,,2.9871426020260072,
33,3.3000000000000003,2,rl_1,2.476218527715893,3.9870058149875227,3,,2.9984096298259733,
34,3.4000000000000004,3,flow_10.0,0.0,5.1,1,2.081050144928053,0.0,
34,3.4000000000000004,3,rl_0,4.052228481857286,1722.5663381225945,1,,2.982085961914156,
34,3.4000000000000004,3,rl_1,2.650491088789196,4.252054923866442,3,,1.7427256107330313,
35,3.5,3,flow_10.0,0.0,5.1,2,2.1575137978043504,0.0,
35,3.5,3,rl_0,4.349796373517755,1723.0013177599462,1,,2.9756789166046893,
35,3.5,3,rl_1,2.650491088789196,4.517104032745362,3,,0.0,
36,3.6,3,flow_10.0,0.04220524184247979,5.104220524184248,2,2.810331465830986,0.4220524184247979,
36,3.6,3,rl_0,4.646567262879924,1723.4659744862342,1,,2.967708893621692,
36,3.6,3,rl_1,2.650491088789196,4.782153141624281,3,,0.0,
37,3.7,3,flow_10.0,0.0,5.104220524184248,2,3.484416157323521,-0.4220524184247979,
37,3.7,3,rl_0,4.942362552072804,1723.9602107414414,1,,2.9579528919287945,
37,3.7,3,rl_1,2.650491088789196,5.047202250503201,3,,0.0,
38,3.8000000000000003,3,flow_10.0,0.0,5.104220524184248,2,4.175444529639895,0.0,
38,3.8000000000000003,3,rl_0,5.236980528206038,1724.483908794262,1,,2.9461797613323437,
38,3.8000000000000003,3,rl_1,2.650491088789196,5.31225135938212,3,,0.0,
39,3.9000000000000004,3,flow_10.0,0.0,5.104220524184248,2,4.883306356439249,0.0,
39,3.9000000000000004,3,rl_0,5.063484663337874,1724.9902572605959,1,,-1.734958648681637,
39,3.9000000000000004,3,rl_1,2.650491088789196,5.57730046826104,3,,0.0,
40,4.0,3,flow_10.0,0.0,5.104220524184248,2,5.607883799275159,0.0,
40,4.0,3,rl_0,5.3575553389138495,1725.5260127944873,1,,2.940706755759752,
40,4.0,3,rl_1,2.650491088789196,5.842349577139959,3,,0.0,
41,4.1000000000000005,3,flow_10.0,0.0,5.104220524184248,2,6.34905122456575,0.0,
41,4.1000000000000005,3,rl_0,5.650123883433393,1726.0910251828307,1,,2.925685445195434,
41,4.1000000000000005,3,rl_1,2.650491088789196,6.107398686018879,3,,0.0,
42,4.2,3,flow_10.0,0.0,5.104220524184248,2,7.106565182172071,0.0,
42,4.2,3,rl_0,5.940931267861961,1726.6851183096169,1,,2.9080738442856813,
42,4.2,3,rl_1,2.650491088789196,6.3724477948977984,3,,0.0,
43,4.3,3,flow_10.0,0.0,5.104220524184248,2,7.880394834524493,0.0,
43,4.3,3,rl_0,6.22969491602105,1727.308087801219,1,,2.887636481590894,
43,4.3,3,rl_1,2.650491088789196,6.637496903776718,3,,0.0,
44,4.4,3,flow_10.0,0.2806765222811129,5.132288176412359,2,8.642322713708392,2.8067652228111286,
44,4.4,3,rl_0,6.012945295583428,1727.9093823307774,1,,-2.1674962043762225,
44,4.4,3,rl_1,2.650491088789196,6.9025460126556375,3,,0.0,
45,4.5,3,flow_10.0,0.0,5.132288176412359,2,9.44832603879632,-2.8067652228111286,
45,4.5,3,rl_0,6.1527974736802,1728.5246620781454,1,,1.3985217809677142,
45,4.5,3,rl_1,2.650491088789196,7.167595121534557,3,,0.0,
46,4.6000000000000005,3,flow_10.0,0.176804518699646,5.149968628282324,2,10.252490306412557,1.76804518699646,
46,4.6000000000000005,3,rl_0,6.005861200105371,1729.125248198156,1,,-1.4693627357482875,
46,4.6000000000000005,3,rl_1,2.650491088789196,7.4326442304134765,3,,0.0,
47,4.7,3,flow_10.0,0.0,5.149968628282324,2,11.090001696498774,-1.76804518699646,
47,4.7,3,rl_0,5.978971339475335,1729.7231453321035,1,,-0.268898606300354,
47,4.7,3,rl_1,2.650491088789196,7.697693339292396,3,,0.0,
48,4.800000000000001,3,flow_10.0,0.17902166843414308,5.167870795125738,2,11.925094566455249,1.7902166843414307,
48,4.800000000000001,3,rl_0,5.961851967584313,1730.3193305288619,1,,-0.17119371891022084,
48,4.800000000000001,3,rl_1,2.650491088789196,7.962742448171316,3,,0.0,
49,4.9,3,flow_10.0,0.47058331058605274,5.214929126184344,2,12.746323655664867,2.9156164215190965,
49,4.9,3,rl_0,6.25045650469264,1730.9443761793311,1,,2.88604537108327,
49,4.9,3,rl_1,2.650491088789196,8.227791557050235,3,,0.0,
50,5.0,3,flow_10.0,0.37619941518886646,5.25254906770323,2,13.592084113260126,-0.9438389539718628,
50,5.0,3,rl_0,5.964945773949232,1731.540870756726,1,,-2.855107307434084,
50,5.0,3,rl_1,2.650491088789196,8.492840665929155,3,,0.0,
51,5.1000000000000005,3,flow_10.0,0.6328761844454582,5.315836686147776,2,14.42706246265896,2.5667676925659175,
