step,time,num_rl_vehicles,veh_id,speed,position,lane,headway,acceleration,ttc
0,0.0,2,rl_0,0.0,0.5679515732717869,2,1707.1790080194755,0.0,
0,0.0,2,rl_1,0.002791106700897217,1714.8442255722455,1,,0.0,
1,0.1,2,rl_0,0.0,0.5679515732717869,2,1707.2149301463119,0.0,
1,0.1,2,rl_1,0.0,1714.8442255722455,1,,-0.027911067008972168,
2,0.2,2,rl_0,0.06950668096542359,0.5749022413683292,2,1707.2619015961234,0.6950668096542358,
2,0.2,2,rl_1,0.09297831058502198,1714.853523403304,1,,0.9297831058502198,
3,0.30000000000000004,2,rl_0,0.07054555043578148,0.5819567964119073,2,1707.3267691136587,0.010388694703578893,
3,0.30000000000000004,2,rl_1,0.05849052369594575,1714.8593724556736,1,,-0.34487786889076233,
4,0.4,2,rl_0,0.091561608761549,0.5911129572880622,2,1707.4074267814474,0.21016058325767514,
4,0.4,2,rl_1,0.013831809163093574,1714.8607556365898,1,,-0.44658714532852173,
5,0.5,2,rl_0,0.0864353645592928,0.5997564937439915,2,1707.5065377230558,-0.051262442022562,
5,0.5,2,rl_1,0.08917289078235627,1714.869672925668,1,,0.753410816192627,
6,0.6000000000000001,2,rl_0,0.10185518302023411,0.609942012046015,2,1707.6221059599611,0.15419818460941315,
6,0.6000000000000001,2,rl_1,0.04185114800930023,1714.873858040469,1,,-0.47321742773056036,
7,0.7000000000000001,2,rl_0,0.04555174745619297,0.6144971867916342,2,1707.7613031995272,-0.5630343556404114,
7,0.7000000000000001,2,rl_1,0.0,1714.873858040469,1,,-0.4185114800930023,
8,0.8,2,rl_0,0.011181247606873508,0.6156153115523216,2,1707.9219351994145,-0.3437049984931946,
8,0.8,2,rl_1,0.10387516021728516,1714.8842455564907,1,,1.0387516021728516,
9,0.9,2,rl_0,0.0,0.6156153115523216,2,1708.1014216118785,-0.11181247606873508,
9,0.9,2,rl_1,0.07806721329689026,1714.8920522778203,1,,-0.258079469203949,
10,1.0,2,rl_0,0.0,0.6156153115523216,2,1708.298762528571,0.0,
10,1.0,2,rl_1,0.03544996380805969,1714.895597274201,1,,-0.42617249488830566,
11,1.1,2,rl_0,0.09702335596084595,0.6253176471484062,2,1708.5041442495942,0.9702335596084595,
11,1.1,2,rl_1,0.0,1714.895597274201,1,,-0.35449963808059687,
12,1.2000000000000002,2,rl_0,0.15826102495193484,0.6411437496435997,2,1708.7213704668138,0.6123766899108888,
12,1.2000000000000002,2,rl_1,0.0,1714.895597274201,1,,0.0,
13,1.3,2,rl_0,0.09021995663642886,0.6501657453072426,2,1708.9633849738382,-0.6804106831550597,
13,1.3,2,rl_1,0.032323455810546874,1714.898829619782,1,,0.3232345581054687,
14,1.4000000000000001,2,rl_0,0.1186383903026581,0.6620295843375084,2,1709.2205363434286,0.2841843366622924,
14,1.4000000000000001,2,rl_1,0.0,1714.898829619782,1,,-0.3232345581054687,
15,1.5,2,rl_0,0.1292534500360489,0.6749549293411132,2,1709.494598125665,0.10615059733390803,
15,1.5,2,rl_1,0.0,1714.898829619782,1,,0.0,
16,1.6,2,rl_0,0.17686464786529543,0.6926413941276428,2,1709.7818624166541,0.47611197829246527,
16,1.6,2,rl_1,0.0,1714.898829619782,1,,0.0,
17,1.7000000000000002,2,rl_0,0.1849953353404999,0.7111409276616928,2,1710.0862672696553,0.08130687475204457,
17,1.7000000000000002,2,rl_1,0.0,1714.898829619782,1,,0.0,
18,1.8,2,rl_0,0.15750816464424133,0.7268917441261169,2,1710.4113625480022,-0.27487170696258556,
18,1.8,2,rl_1,0.035297802090644835,1714.902359399991,1,,0.3529780209064483,
19,1.9000000000000001,2,rl_0,0.20433143973350526,0.7473248880994674,2,1710.7497031311996,0.46823275089263927,
19,1.9000000000000001,2,rl_1,0.0,1714.902359399991,1,,-0.3529780209064483,
20,2.0,2,rl_0,0.1289440870285034,0.7602192968023177,2,1711.1133634733533,-0.7538735270500185,
20,2.0,2,rl_1,0.03251847922801972,1714.9056112479138,1,,0.32518479228019714,
21,2.1,2,rl_0,0.11999060437083243,0.7722183572394009,2,1711.4956981869109,-0.08953482657670972,
21,2.1,2,rl_1,0.001162001490592958,1714.9057274480629,1,,-0.3135647773742676,
22,2.2,2,rl_0,0.10948207527399062,0.7831665647668,2,1711.8968488688092,-0.10508529096841815,
22,2.2,2,rl_1,0.0,1714.9057274480629,1,,-0.01162001490592958,
23,2.3000000000000003,2,rl_0,0.07583312541246412,0.7907498773080465,2,1712.3192098074535,-0.336489498615265,
23,2.3000000000000003,2,rl_1,0.0,1714.9057274480629,1,,0.0,
24,2.4000000000000004,2,rl_0,0.08790550678968427,0.7995404279870149,2,1712.7581802935167,0.12072381377220151,
24,2.4000000000000004,2,rl_1,0.005311585962772369,1714.906258606659,1,,0.053115859627723694,
25,2.5,2,rl_0,0.05244914740324018,0.8047853427273389,2,1713.2184808911802,-0.3545635938644409,
25,2.5,2,rl_1,0.0,1714.906258606659,1,,-0.053115859627723694,
26,2.6,2,rl_0,0.0,0.8047853427273389,2,1713.7017089940653,-0.5244914740324017,
26,2.6,2,rl_1,0.005459630489349366,1714.9068045697081,1,,0.05459630489349365,
27,2.7,2,rl_0,0.02148317098617554,0.8069336598259564,2,1714.2004964185708,0.2148317098617554,
27,2.7,2,rl_1,0.0,1714.9068045697081,1,,-0.05459630489349365,
28,2.8000000000000003,2,rl_0,0.0,0.8069336598259564,2,1714.7190459716885,-0.2148317098617554,
28,2.8000000000000003,2,rl_1,0.06401037573814393,1714.913205607282,1,,0.6401037573814392,
29,2.9000000000000004,2,rl_0,0.0,0.8069336598259564,2,1715.2551192422045,0.0,
29,2.9000000000000004,2,rl_1,0.013343977928161624,1714.9145400050747,1,,-0.506663978099823,
