step,time,num_rl_vehicles,veh_id,speed,position,lane,headway,acceleration,ttc
0,0.0,2,rl_0,0.30000000000000004,1715.7551266258727,2,,0.0,
0,0.0,2,rl_1,0.1359065055847168,0.6401772680207232,0,1709.5526634983669,0.0,
1,0.1,2,rl_0,0.5999999346327549,1715.8151266193358,2,,2.9999993463275487,
1,0.1,2,rl_1,0.38124530315399174,0.6783017983361224,0,1709.5503906694976,2.453387975692749,75216.85480936304
2,0.2,2,rl_0,0.8999988887572881,1715.9051265082117,2,,2.9999895412453315,
2,0.2,2,rl_1,0.42102334499359134,0.7204041328354815,0,1709.5621400305702,0.397780418395996,
3,0.30000000000000004,2,rl_0,1.1999935940365796,1716.0251258676153,2,,2.999947052792915,
3,0.30000000000000004,2,rl_1,0.687070894241333,0.7891112222596148,0,1709.5652479421951,2.660475492477417,
4,0.4,2,rl_0,1.4175935104947095,1716.1668852186647,2,,2.1759991645812993,
4,0.4,2,rl_1,0.9699477434158326,0.8861059966011982,0,1709.5580680743294,2.828768491744995,23810.439133896805
5,0.5,2,rl_0,1.7175609206696456,1716.3386413107316,2,,2.999674101749361,
5,0.5,2,rl_1,1.0348724722862244,0.9895932438298206,0,1709.5623955022097,0.649247288703918,
6,0.6000000000000001,2,rl_0,2.0174906904924668,1716.540390379781,2,,2.9992976982282116,
6,0.6000000000000001,2,rl_1,1.3348650279539414,1.1230797466252147,0,1709.5547231941055,2.99992555667717,22282.143782444815
7,0.7000000000000001,2,rl_0,2.3055406029451646,1716.7709444400755,2,,2.8804991245269784,
7,0.7000000000000001,2,rl_1,1.63484547526552,1.2865642941517668,0,1709.534795057891,2.999804473115786,8578.498142741319
8,0.8,2,rl_0,2.6053125864512054,1717.0314756987207,2,,2.9977198350604084,
8,0.8,2,rl_1,1.6571608105392626,1.452280375205693,0,1709.5305958681665,0.2231533527374263,40710.96349601903
9,0.9,2,rl_0,2.9049407820606676,1717.3219697769268,2,,2.996281956094622,
9,0.9,2,rl_1,1.6583083191604784,1.618111207121741,0,1709.5440897759993,0.011475086212158203,
10,1.0,2,rl_0,2.705843744745299,1717.5925541514014,2,,-1.9909703731536865,
10,1.0,2,rl_1,1.9163389006347826,1.8097450971852191,0,1709.549633279158,2.5803058147430424,
11,1.1,2,rl_0,2.9137185196781603,1717.8839260033692,2,,2.0787477493286133,
11,1.1,2,rl_1,2.088080267021196,2.018553123887339,0,1709.555997271204,1.7174136638641335,
12,1.2000000000000002,2,rl_0,3.148985038270995,1718.1988245071964,2,,2.3526651859283465,
12,1.2000000000000002,2,rl_1,2.0800054350586104,2.2265536673932,0,1709.5811611247677,-0.08074831962585627,
13,1.3,2,rl_0,3.386653814783141,1718.5374898886746,2,,2.376687765121459,
13,1.3,2,rl_1,2.064917854377763,2.433045452830976,0,1709.6258006914,-0.15087580680847257,
14,1.4000000000000001,2,rl_0,3.68478637742047,1718.9059685264167,2,,2.98132562637329,
14,1.4000000000000001,2,rl_1,2.2087848821373153,2.6539239410447077,0,1709.6740298528207,1.4386702775955218,
15,1.5,2,rl_0,3.7926950077915635,1719.2852380271959,2,,1.0790863037109366,
15,1.5,2,rl_1,2.412914649555223,2.89521540600023,0,1709.7197640464226,2.041297674179079,
16,1.6,2,rl_0,4.091025198614181,1719.6943405470572,2,,2.983301908226177,
16,1.6,2,rl_1,2.606701604434984,3.1558855664437284,0,1709.7640888947542,1.9378695487976083,
17,1.7000000000000002,2,rl_0,4.367614496862473,1720.1311019967434,2,,2.7658929824829137,
17,1.7000000000000002,2,rl_1,2.591450778553026,3.415030644299031,0,1709.8278841813988,-0.1525082588195792,
18,1.8,2,rl_0,4.565403391038956,1720.5876423358472,2,,1.9778889417648315,
18,1.8,2,rl_1,2.7274412313194447,3.6877747674309753,0,1709.8960417507526,1.3599045276641863,
19,1.9000000000000001,2,rl_0,4.435268713151993,1721.0311692071625,2,,-1.3013467788696254,
19,1.9000000000000001,2,rl_1,3.0271123026110986,3.990485997692085,0,1709.951998603017,2.9967107129165393,
20,2.0,2,rl_0,4.732145835920544,1721.5043837907547,2,,2.9687712276855116,
20,2.0,2,rl_1,3.261532101462112,4.316639207838296,0,1710.00245463462,2.3441979885101327,
