step,time,num_rl_vehicles,veh_id,speed,position,lane,headway,acceleration,ttc
0,0.0,2,rl_0,0.1562020182609558,1.5229475685282117,3,,0.0,
0,0.0,2,rl_1,0.0,1712.337134849828,0,,0.0,
1,0.1,2,rl_0,0.2817952871322632,1.551127097241438,3,,1.255932688713074,
1,0.1,2,rl_1,0.012576955556869508,1712.3383925453838,0,,0.12576955556869507,
2,0.2,2,rl_0,0.28036115765571595,1.5791632130070095,3,,-0.014341294765472523,
2,0.2,2,rl_1,0.0696428120136261,1712.3453568265852,0,,0.5706585645675658,
3,0.30000000000000004,2,rl_0,0.32324376702308655,1.6114875897093182,3,,0.42882609367370594,
3,0.30000000000000004,2,rl_1,0.10259128808975221,1712.3556159553941,0,,0.3294847607612611,
4,0.4,2,rl_0,0.38627914190292356,1.6501155038996105,3,,0.6303537487983701,
4,0.4,2,rl_1,0.16436142921447755,1712.3720520983156,0,,0.6177014112472534,
5,0.5,2,rl_0,0.4389035105705261,1.694005854956663,3,,0.5262436866760256,
5,0.5,2,rl_1,0.22254940271377566,1712.394307038587,0,,0.5818797349929811,
6,0.6000000000000001,2,rl_0,0.49132788777351377,1.7431386437340144,3,,0.5242437720298765,
6,0.6000000000000001,2,rl_1,0.37560969591140747,1712.431868008178,0,,1.5306029319763181,
7,0.7000000000000001,2,rl_0,0.5114054560661315,1.7942791893406276,3,,0.20077568292617753,
7,0.7000000000000001,2,rl_1,0.6007361054420471,1712.4919416187222,0,,2.2512640953063965,
8,0.8,2,rl_0,0.5712778091430664,1.8514069702549343,3,,0.5987235307693484,
8,0.8,2,rl_1,0.8294870018959046,1712.5748903189117,0,,2.2875089645385747,
9,0.9,2,rl_0,0.5817678570747375,1.909583755962408,3,,0.10490047931671187,
9,0.9,2,rl_1,1.098527181148529,1712.6847430370265,0,,2.6904017925262447,
10,1.0,2,rl_0,0.6246190160512924,1.9720456575675374,3,,0.42851158976554893,
10,1.0,2,rl_1,1.1495945811271668,1712.7997024951392,0,,0.5106739997863774,
11,1.1,2,rl_0,0.7300366014242172,2.045049317709959,3,,1.0541758537292478,
11,1.1,2,rl_1,1.1702185392379763,1712.9167243490629,0,,0.20623958110809415,
12,1.2000000000000002,2,rl_0,0.7409710615873337,2.1191464238686923,3,,0.109344601631165,
