episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,policy_reward_min/agent_0,policy_reward_min/agent_1,policy_reward_max/agent_0,policy_reward_max/agent_1,policy_reward_mean/agent_0,policy_reward_mean/agent_1,hist_stats/episode_reward,hist_stats/episode_lengths,hist_stats/policy_agent_0_reward,hist_stats/policy_agent_1_reward,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/agent_0/learner_stats/allreduce_latency,info/learner/agent_0/learner_stats/cur_kl_coeff,info/learner/agent_0/learner_stats/cur_lr,info/learner/agent_0/learner_stats/total_loss,info/learner/agent_0/learner_stats/policy_loss,info/learner/agent_0/learner_stats/vf_loss,info/learner/agent_0/learner_stats/vf_explained_var,info/learner/agent_0/learner_stats/kl,info/learner/agent_0/learner_stats/entropy,info/learner/agent_0/learner_stats/entropy_coeff,info/learner/agent_1/learner_stats/allreduce_latency,info/learner/agent_1/learner_stats/cur_kl_coeff,info/learner/agent_1/learner_stats/cur_lr,info/learner/agent_1/learner_stats/total_loss,info/learner/agent_1/learner_stats/policy_loss,info/learner/agent_1/learner_stats/vf_loss,info/learner/agent_1/learner_stats/vf_explained_var,info/learner/agent_1/learner_stats/kl,info/learner/agent_1/learner_stats/entropy,info/learner/agent_1/learner_stats/entropy_coeff
-592.1039400585897,-592.1039400585897,-592.1039400585897,1500.0,1,0,2000,0,4000,False,1,1,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-21-12,1764660072,8.534090995788574,8.534090995788574,55772,Vanshs-MacBook-Pro.local,127.0.0.1,8.534090995788574,0,1,-319.15574228978664,-272.9481977688031,-319.15574228978664,-272.9481977688031,-319.15574228978664,-272.9481977688031,[-592.1039400585897],[1500],[-319.15574228978664],[-272.9481977688031],1.276284560509052,0.48037447493294366,0.044092185970308305,2.323227605481317,0.0,8261.196,484.191,0.747,2677500.16,274.296,7291.392,2000,4000,2000,4000,42.85454545454546,85.64545454545453,0.0,0.19999999999999996,5.0000000000000016e-05,72.26248958587647,-0.039442119747400285,72.24235611546213,-0.3435153566300869,0.2978847476876388,1.5028849438826244,0.0,0.0,0.19999999999999996,5.0000000000000016e-05,74.10984544721742,0.10474039316177368,73.97933477505943,-0.6522763285371992,0.1288525529474498,1.4810765755176545,0.0
-587.2131475188598,-592.1039400585897,-589.6585437887247,1500.0,1,0,4000,0,8000,False,2,2,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-21-17,1764660077,4.556778907775879,13.090869903564453,55772,Vanshs-MacBook-Pro.local,127.0.0.1,13.090869903564453,0,2,-319.15574228978664,-272.9481977688031,-315.04175996904326,-272.1713875498166,-317.09875112941495,-272.55979265930984,"[-592.1039400585897, -587.2131475188598]","[1500, 1500]","[-319.15574228978664, -315.04175996904326]","[-272.9481977688031, -272.1713875498166]",1.1295506810153588,0.46749554653574993,0.04366990131987467,1.989151342698778,0.0,6426.134,622.458,0.447,4470347.988,265.594,7530.277,4000,8000,4000,8000,45.114285714285714,86.17142857142856,0.0,0.30000000000000004,5.0000000000000016e-05,50.34935246507327,0.03046695331732432,50.23757962370161,0.09274530291557312,0.27102107426936545,1.7450923371315001,0.0,0.0,0.30000000000000004,5.0000000000000016e-05,36.69260343124469,0.007729732692241669,36.68375505440141,0.05575040936470032,0.003731815647258069,1.5989656416575113,0.0
-587.2131475188598,-2663.84391193988,-1152.4363485660394,1500.0,2,0,6000,0,12000,False,4,3,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-21-24,1764660084,6.815263032913208,19.90613293647766,55772,Vanshs-MacBook-Pro.local,127.0.0.1,19.90613293647766,0,3,-1503.9478023146132,-1159.8961096252713,-315.04175996904326,-272.1713875498166,-654.8915251864323,-497.5448233796085,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988]","[1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713]",1.1173181846179607,0.4580465970435734,0.043232412254727286,1.7875145464406417,0.0,6560.332,609.725,0.391,5120208.342,262.932,7606.528,6000,12000,6000,12000,39.51,85.49,0.0,0.4500000000000002,5.0000000000000016e-05,146.06202945391337,0.04882479389508565,145.97940626373483,0.10615979552268982,0.07510563463399535,2.7209427038828533,0.0,0.0,0.15000000000000002,5.0000000000000016e-05,125.65429397980373,0.027363758087158203,125.6257875211649,-0.012085715134938557,0.007615038472046681,2.1780819392204283,0.0
-587.2131475188598,-2959.442045528218,-1513.837487958475,1500.0,1,0,8000,0,16000,False,5,4,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-21-31,1764660091,7.612101078033447,27.51823401451111,55772,Vanshs-MacBook-Pro.local,127.0.0.1,27.51823401451111,0,4,-1617.548138337024,-1341.8939071911973,-315.04175996904326,-272.1713875498166,-847.4228478165508,-666.4146401419263,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988, -2959.442045528218]","[1500, 1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132, -1617.548138337024]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713, -1341.8939071911973]",1.095915965184266,0.4606621178102476,0.043424801732357896,1.7859438762077295,0.0,6828.285,585.799,0.343,5827445.641,261.287,7654.409,8000,16000,8000,16000,48.839999999999996,85.92999999999999,0.0,0.6749999999999998,5.0000000000000016e-05,205.708147807916,-0.024965366125106813,205.72988554166136,0.11074943502744039,0.004778532258583127,3.9951879914601642,0.0,0.0,0.15000000000000002,5.0000000000000016e-05,203.1520078599453,0.05874946614106496,203.09013592252964,0.106475111246109,0.020815051276333114,2.920225710074107,0.0
-587.2131475188598,-2959.442045528218,-1750.3102848889323,1500.0,1,0,10000,0,20000,False,6,5,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-21-38,1764660098,7.134652853012085,34.65288686752319,55772,Vanshs-MacBook-Pro.local,127.0.0.1,34.65288686752319,0,5,-1987.1357687397488,-1341.8939071911973,-315.04175996904326,-272.1713875498166,-1037.3750013037504,-712.935283585185,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988, -2959.442045528218, -2932.674269541219]","[1500, 1500, 1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132, -1617.548138337024, -1987.1357687397488]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713, -1341.8939071911973, -945.5385008014786]",1.096983211672138,0.4618069934856752,0.04354567846250399,1.774018206260389,0.0,6890.08,580.545,0.328,6106134.809,265.642,7528.916,10000,20000,10000,20000,42.12222222222223,86.22222222222223,0.0,0.3374999999999999,5.0000000000000016e-05,151.9124147240321,0.038257133364677426,151.8686864846782,-0.03200326204299927,0.016213270050179744,3.549339116414388,0.0,0.0,0.2250000000000001,5.0000000000000016e-05,71.1067662757635,0.03277934551239014,71.07065628264752,0.10468608061472574,0.014792078767519949,2.0835276277860006,0.0
-587.2131475188598,-2959.442045528218,-1807.8542208631916,1500.0,2,0,12000,0,24000,False,8,6,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-21-45,1764660105,6.252302646636963,40.905189514160156,55772,Vanshs-MacBook-Pro.local,127.0.0.1,40.905189514160156,0,6,-1987.1357687397488,-1341.8939071911973,-315.04175996904326,-272.1713875498166,-1070.1184179658694,-737.7358028973238,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988, -2959.442045528218, -2932.674269541219, -2058.736861128606, -1902.2351964433294]","[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132, -1617.548138337024, -1987.1357687397488, -1202.9009230355214, -1133.7964128689325]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713, -1341.8939071911973, -945.5385008014786, -855.8359380930859, -768.4387835743948]",1.11014387873286,0.4615780015940682,0.04358812632619073,1.7351916747228078,0.0,6793.355,588.811,0.386,5177620.409,263.255,7597.184,12000,24000,12000,24000,42.93333333333333,86.07777777777777,0.0,0.3374999999999999,5.0000000000000016e-05,77.16758774677912,0.03039170036713282,77.13042767156276,0.09522040526072184,0.02005589766294553,2.593025970458984,0.0,0.0,0.2250000000000001,5.0000000000000016e-05,56.17870143433412,0.0193137896557649,56.15716799789828,0.11511369943618774,0.009863004706840001,2.0286416999499,0.0
-587.2131475188598,-3318.025294081357,-1975.6510067763213,1500.0,1,0,14000,0,28000,False,9,7,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-21-52,1764660112,7.807315826416016,48.71250534057617,55772,Vanshs-MacBook-Pro.local,127.0.0.1,48.71250534057617,0,7,-2027.5667995174674,-1341.8939071911973,-315.04175996904326,-272.1713875498166,-1176.5015714716026,-799.1494353047203,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988, -2959.442045528218, -2932.674269541219, -2058.736861128606, -1902.2351964433294, -3318.025294081357]","[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132, -1617.548138337024, -1987.1357687397488, -1202.9009230355214, -1133.7964128689325, -2027.5667995174674]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713, -1341.8939071911973, -945.5385008014786, -855.8359380930859, -768.4387835743948, -1290.4584945638924]",1.1073653256215152,0.46223237711336806,0.04365149807819854,1.7366816555206022,0.0,6942.263,576.181,0.357,5598270.188,259.932,7694.313,14000,28000,14000,28000,46.07272727272727,86.43636363636364,0.0,0.5062500000000001,5.0000000000000016e-05,157.49314708471297,-0.014218217929204306,157.5014701985645,0.058012431065241496,0.011641047048623931,4.631056639353434,0.0,0.0,0.2250000000000001,5.0000000000000016e-05,131.98214182376861,-0.02647924025853475,132.00684413820878,0.11692643086115519,0.0079001115178378,3.2972188766797386,0.0
-587.2131475188598,-4294.437537370856,-2207.529659835775,1500.0,1,0,16000,0,32000,False,10,8,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-22-01,1764660121,8.472665071487427,57.1851704120636,55772,Vanshs-MacBook-Pro.local,127.0.0.1,57.1851704120636,0,8,-2847.07948853114,-1447.3580488397206,-315.04175996904326,-272.1713875498166,-1343.5593631775564,-863.9702966582203,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988, -2959.442045528218, -2932.674269541219, -2058.736861128606, -1902.2351964433294, -3318.025294081357, -4294.437537370856]","[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132, -1617.548138337024, -1987.1357687397488, -1202.9009230355214, -1133.7964128689325, -2027.5667995174674, -2847.07948853114]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713, -1341.8939071911973, -945.5385008014786, -855.8359380930859, -768.4387835743948, -1290.4584945638924, -1447.3580488397206]",1.100721473031655,0.46572196704411695,0.04389790834260913,1.74828986410837,0.0,7128.164,561.154,0.34,5887258.882,265.981,7519.345,16000,32000,16000,32000,50.56666666666667,86.25833333333333,0.0,0.5062500000000001,5.0000000000000016e-05,162.4570514170329,-0.00651914636294047,162.46080078125,-0.0009881901741027833,0.005471118764580846,5.469721738497416,0.0,0.0,0.2250000000000001,5.0000000000000016e-05,131.9487678662936,0.035493494868278505,131.91085924041067,0.1348932675520579,0.010731868881704486,3.2588292280832927,0.0
-587.2131475188598,-4811.71471217089,-2631.4770599480084,1500.0,2,0,18000,0,36000,False,12,9,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-22-10,1764660130,8.861757040023804,66.0469274520874,55772,Vanshs-MacBook-Pro.local,127.0.0.1,66.0469274520874,0,9,-2856.0436919851013,-2397.285287371469,-315.04175996904326,-272.1713875498166,-1558.8388957133418,-1072.6381642346705,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988, -2959.442045528218, -2932.674269541219, -2058.736861128606, -1902.2351964433294, -3318.025294081357, -4294.437537370856, -4690.713408847464, -4811.71471217089]","[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132, -1617.548138337024, -1987.1357687397488, -1202.9009230355214, -1133.7964128689325, -2027.5667995174674, -2847.07948853114, -2856.0436919851013, -2414.429424799433]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713, -1341.8939071911973, -945.5385008014786, -855.8359380930859, -768.4387835743948, -1290.4584945638924, -1447.3580488397206, -1834.6697168623737, -2397.285287371469]",1.0968072076534054,0.47208713440828814,0.04434920913918045,1.7742748514904758,0.0,7327.34,545.901,0.327,6108209.709,266.423,7506.851,18000,36000,18000,36000,51.55833333333333,83.64999999999999,0.0,0.5062500000000001,5.0000000000000016e-05,157.64029941479365,0.04124742964903513,157.59479787190486,0.13770813306172688,0.00840341024649252,4.697787488301595,0.0,0.0,0.2250000000000001,5.0000000000000016e-05,111.75210809826851,0.04263457655906677,111.70553562713307,0.11117878198623657,0.01750399115183427,3.4640004007021585,0.0
-587.2131475188598,-4811.71471217089,-2782.690150900701,1500.0,1,0,20000,0,40000,False,13,10,745db_00000,67e84f70259d4fd1bfb60ebe891b0022,2025-12-01_23-22-18,1764660138,7.975399971008301,74.0223274230957,55772,Vanshs-MacBook-Pro.local,127.0.0.1,74.0223274230957,0,10,-3327.6661575749995,-2397.285287371469,-315.04175996904326,-272.1713875498166,-1694.9025312411616,-1087.7876196595435,"[-592.1039400585897, -587.2131475188598, -766.5843947468286, -2663.84391193988, -2959.442045528218, -2932.674269541219, -2058.736861128606, -1902.2351964433294, -3318.025294081357, -4294.437537370856, -4690.713408847464, -4811.71471217089, -4597.247242333013]","[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]","[-319.15574228978664, -315.04175996904326, -481.4207961722861, -1503.9478023146132, -1617.548138337024, -1987.1357687397488, -1202.9009230355214, -1133.7964128689325, -2027.5667995174674, -2847.07948853114, -2856.0436919851013, -2414.429424799433, -3327.6661575749995]","[-272.9481977688031, -272.1713875498166, -285.16359857454296, -1159.8961096252713, -1341.8939071911973, -945.5385008014786, -855.8359380930859, -768.4387835743948, -1290.4584945638924, -1447.3580488397206, -1834.6697168623737, -2397.285287371469, -1269.5810847580194]",1.0923732422065837,0.47398612395264916,0.04448725730470449,1.7903501586179427,0.0,7398.155,540.675,0.311,6433968.4,263.618,7586.736,20000,40000,20000,40000,37.575,83.81666666666665,0.0,0.5062500000000001,5.0000000000000016e-05,130.40457677205404,0.002701744840790828,130.39903635660806,0.0007878545920054118,0.005607702678651485,5.865821946461995,0.0,0.0,0.2250000000000001,5.0000000000000016e-05,98.30866087277731,-0.022922146320343017,98.32809226924772,0.11652865171432496,0.01552309881639415,3.4911095945040387,0.0
